"PATHWAY_ID","PATHWAY_NAME","GENE_ID","GENE_SYMBOL"
"bioplanet_1","Inhibition of matrix metalloproteinases",3265,"HRAS"
"bioplanet_1","Inhibition of matrix metalloproteinases",4313,"MMP2"
"bioplanet_1","Inhibition of matrix metalloproteinases",4318,"MMP9"
"bioplanet_1","Inhibition of matrix metalloproteinases",4323,"MMP14"
"bioplanet_1","Inhibition of matrix metalloproteinases",7076,"TIMP1"
"bioplanet_1","Inhibition of matrix metalloproteinases",7077,"TIMP2"
"bioplanet_1","Inhibition of matrix metalloproteinases",7078,"TIMP3"
"bioplanet_1","Inhibition of matrix metalloproteinases",7079,"TIMP4"
"bioplanet_1","Inhibition of matrix metalloproteinases",8434,"RECK"
"bioplanet_10","Adhesion and diapedesis of granulocytes",727,"C5"
"bioplanet_10","Adhesion and diapedesis of granulocytes",1440,"CSF3"
"bioplanet_10","Adhesion and diapedesis of granulocytes",3383,"ICAM1"
"bioplanet_10","Adhesion and diapedesis of granulocytes",3384,"ICAM2"
"bioplanet_10","Adhesion and diapedesis of granulocytes",3458,"IFNG"
"bioplanet_10","Adhesion and diapedesis of granulocytes",3552,"IL1A"
"bioplanet_10","Adhesion and diapedesis of granulocytes",3576,"CXCL8"
"bioplanet_10","Adhesion and diapedesis of granulocytes",3683,"ITGAL"
"bioplanet_10","Adhesion and diapedesis of granulocytes",3684,"ITGAM"
"bioplanet_10","Adhesion and diapedesis of granulocytes",3689,"ITGB2"
"bioplanet_10","Adhesion and diapedesis of granulocytes",5175,"PECAM1"
"bioplanet_10","Adhesion and diapedesis of granulocytes",6402,"SELL"
"bioplanet_10","Adhesion and diapedesis of granulocytes",6403,"SELP"
"bioplanet_10","Adhesion and diapedesis of granulocytes",6404,"SELPLG"
"bioplanet_10","Adhesion and diapedesis of granulocytes",7124,"TNF"
"bioplanet_100","Phospholipase C epsilon pathway",107,"ADCY1"
"bioplanet_100","Phospholipase C epsilon pathway",154,"ADRB2"
"bioplanet_100","Phospholipase C epsilon pathway",5567,"PRKACB"
"bioplanet_100","Phospholipase C epsilon pathway",5568,"PRKACG"
"bioplanet_100","Phospholipase C epsilon pathway",5573,"PRKAR1A"
"bioplanet_100","Phospholipase C epsilon pathway",5575,"PRKAR1B"
"bioplanet_100","Phospholipase C epsilon pathway",5576,"PRKAR2A"
"bioplanet_100","Phospholipase C epsilon pathway",5577,"PRKAR2B"
"bioplanet_100","Phospholipase C epsilon pathway",5731,"PTGER1"
"bioplanet_100","Phospholipase C epsilon pathway",5912,"RAP2B"
"bioplanet_100","Phospholipase C epsilon pathway",10411,"RAPGEF3"
"bioplanet_100","Phospholipase C epsilon pathway",51196,"PLCE1"
"bioplanet_1000","Platelet adhesion to exposed collagen",1277,"COL1A1"
"bioplanet_1000","Platelet adhesion to exposed collagen",1278,"COL1A2"
"bioplanet_1000","Platelet adhesion to exposed collagen",2207,"FCER1G"
"bioplanet_1000","Platelet adhesion to exposed collagen",2534,"FYN"
"bioplanet_1000","Platelet adhesion to exposed collagen",2811,"GP1BA"
"bioplanet_1000","Platelet adhesion to exposed collagen",2812,"GP1BB"
"bioplanet_1000","Platelet adhesion to exposed collagen",2814,"GP5"
"bioplanet_1000","Platelet adhesion to exposed collagen",2815,"GP9"
"bioplanet_1000","Platelet adhesion to exposed collagen",3673,"ITGA2"
"bioplanet_1000","Platelet adhesion to exposed collagen",3688,"ITGB1"
"bioplanet_1000","Platelet adhesion to exposed collagen",4067,"LYN"
"bioplanet_1000","Platelet adhesion to exposed collagen",7450,"VWF"
"bioplanet_1000","Platelet adhesion to exposed collagen",51206,"GP6"
"bioplanet_1002","Integrin-mediated cell adhesion",207,"AKT1"
"bioplanet_1002","Integrin-mediated cell adhesion",208,"AKT2"
"bioplanet_1002","Integrin-mediated cell adhesion",369,"ARAF"
"bioplanet_1002","Integrin-mediated cell adhesion",673,"BRAF"
"bioplanet_1002","Integrin-mediated cell adhesion",726,"CAPN5"
"bioplanet_1002","Integrin-mediated cell adhesion",823,"CAPN1"
"bioplanet_1002","Integrin-mediated cell adhesion",824,"CAPN2"
"bioplanet_1002","Integrin-mediated cell adhesion",825,"CAPN3"
"bioplanet_1002","Integrin-mediated cell adhesion",826,"CAPNS1"
"bioplanet_1002","Integrin-mediated cell adhesion",827,"CAPN6"
"bioplanet_1002","Integrin-mediated cell adhesion",857,"CAV1"
"bioplanet_1002","Integrin-mediated cell adhesion",858,"CAV2"
"bioplanet_1002","Integrin-mediated cell adhesion",859,"CAV3"
"bioplanet_1002","Integrin-mediated cell adhesion",998,"CDC42"
"bioplanet_1002","Integrin-mediated cell adhesion",1398,"CRK"
"bioplanet_1002","Integrin-mediated cell adhesion",1445,"CSK"
"bioplanet_1002","Integrin-mediated cell adhesion",1793,"DOCK1"
"bioplanet_1002","Integrin-mediated cell adhesion",2534,"FYN"
"bioplanet_1002","Integrin-mediated cell adhesion",2885,"GRB2"
"bioplanet_1002","Integrin-mediated cell adhesion",2889,"RAPGEF1"
"bioplanet_1002","Integrin-mediated cell adhesion",3265,"HRAS"
"bioplanet_1002","Integrin-mediated cell adhesion",3611,"ILK"
"bioplanet_1002","Integrin-mediated cell adhesion",3655,"ITGA6"
"bioplanet_1002","Integrin-mediated cell adhesion",3672,"ITGA1"
"bioplanet_1002","Integrin-mediated cell adhesion",3673,"ITGA2"
"bioplanet_1002","Integrin-mediated cell adhesion",3674,"ITGA2B"
"bioplanet_1002","Integrin-mediated cell adhesion",3675,"ITGA3"
"bioplanet_1002","Integrin-mediated cell adhesion",3676,"ITGA4"
"bioplanet_1002","Integrin-mediated cell adhesion",3678,"ITGA5"
"bioplanet_1002","Integrin-mediated cell adhesion",3679,"ITGA7"
"bioplanet_1002","Integrin-mediated cell adhesion",3680,"ITGA9"
"bioplanet_1002","Integrin-mediated cell adhesion",3681,"ITGAD"
"bioplanet_1002","Integrin-mediated cell adhesion",3682,"ITGAE"
"bioplanet_1002","Integrin-mediated cell adhesion",3683,"ITGAL"
"bioplanet_1002","Integrin-mediated cell adhesion",3684,"ITGAM"
"bioplanet_1002","Integrin-mediated cell adhesion",3685,"ITGAV"
"bioplanet_1002","Integrin-mediated cell adhesion",3687,"ITGAX"
"bioplanet_1002","Integrin-mediated cell adhesion",3688,"ITGB1"
"bioplanet_1002","Integrin-mediated cell adhesion",3689,"ITGB2"
"bioplanet_1002","Integrin-mediated cell adhesion",3690,"ITGB3"
"bioplanet_1002","Integrin-mediated cell adhesion",3691,"ITGB4"
"bioplanet_1002","Integrin-mediated cell adhesion",3693,"ITGB5"
"bioplanet_1002","Integrin-mediated cell adhesion",3694,"ITGB6"
"bioplanet_1002","Integrin-mediated cell adhesion",3695,"ITGB7"
"bioplanet_1002","Integrin-mediated cell adhesion",3696,"ITGB8"
"bioplanet_1002","Integrin-mediated cell adhesion",5058,"PAK1"
"bioplanet_1002","Integrin-mediated cell adhesion",5062,"PAK2"
"bioplanet_1002","Integrin-mediated cell adhesion",5063,"PAK3"
"bioplanet_1002","Integrin-mediated cell adhesion",5170,"PDPK1"
"bioplanet_1002","Integrin-mediated cell adhesion",5296,"PIK3R2"
"bioplanet_1002","Integrin-mediated cell adhesion",5594,"MAPK1"
"bioplanet_1002","Integrin-mediated cell adhesion",5596,"MAPK4"
"bioplanet_1002","Integrin-mediated cell adhesion",5597,"MAPK6"
"bioplanet_1002","Integrin-mediated cell adhesion",5598,"MAPK7"
"bioplanet_1002","Integrin-mediated cell adhesion",5602,"MAPK10"
"bioplanet_1002","Integrin-mediated cell adhesion",5604,"MAP2K1"
"bioplanet_1002","Integrin-mediated cell adhesion",5605,"MAP2K2"
"bioplanet_1002","Integrin-mediated cell adhesion",5606,"MAP2K3"
"bioplanet_1002","Integrin-mediated cell adhesion",5607,"MAP2K5"
"bioplanet_1002","Integrin-mediated cell adhesion",5608,"MAP2K6"
"bioplanet_1002","Integrin-mediated cell adhesion",5747,"PTK2"
"bioplanet_1002","Integrin-mediated cell adhesion",5829,"PXN"
"bioplanet_1002","Integrin-mediated cell adhesion",5879,"RAC1"
"bioplanet_1002","Integrin-mediated cell adhesion",5880,"RAC2"
"bioplanet_1002","Integrin-mediated cell adhesion",5881,"RAC3"
"bioplanet_1002","Integrin-mediated cell adhesion",5894,"RAF1"
"bioplanet_1002","Integrin-mediated cell adhesion",5906,"RAP1A"
"bioplanet_1002","Integrin-mediated cell adhesion",5908,"RAP1B"
"bioplanet_1002","Integrin-mediated cell adhesion",6010,"RHO"
"bioplanet_1002","Integrin-mediated cell adhesion",6093,"ROCK1"
"bioplanet_1002","Integrin-mediated cell adhesion",6300,"MAPK12"
"bioplanet_1002","Integrin-mediated cell adhesion",6464,"SHC1"
"bioplanet_1002","Integrin-mediated cell adhesion",6654,"SOS1"
"bioplanet_1002","Integrin-mediated cell adhesion",6714,"SRC"
"bioplanet_1002","Integrin-mediated cell adhesion",7094,"TLN1"
"bioplanet_1002","Integrin-mediated cell adhesion",7145,"TNS1"
"bioplanet_1002","Integrin-mediated cell adhesion",7408,"VASP"
"bioplanet_1002","Integrin-mediated cell adhesion",7410,"VAV2"
"bioplanet_1002","Integrin-mediated cell adhesion",7414,"VCL"
"bioplanet_1002","Integrin-mediated cell adhesion",7791,"ZYX"
"bioplanet_1002","Integrin-mediated cell adhesion",8515,"ITGA10"
"bioplanet_1002","Integrin-mediated cell adhesion",8516,"ITGA8"
"bioplanet_1002","Integrin-mediated cell adhesion",8874,"ARHGEF7"
"bioplanet_1002","Integrin-mediated cell adhesion",9475,"ROCK2"
"bioplanet_1002","Integrin-mediated cell adhesion",9564,"BCAR1"
"bioplanet_1002","Integrin-mediated cell adhesion",9815,"GIT2"
"bioplanet_1002","Integrin-mediated cell adhesion",10000,"AKT3"
"bioplanet_1002","Integrin-mediated cell adhesion",10298,"PAK4"
"bioplanet_1002","Integrin-mediated cell adhesion",10451,"VAV3"
"bioplanet_1002","Integrin-mediated cell adhesion",10580,"SORBS1"
"bioplanet_1002","Integrin-mediated cell adhesion",10753,"CAPN9"
"bioplanet_1002","Integrin-mediated cell adhesion",11131,"CAPN11"
"bioplanet_1002","Integrin-mediated cell adhesion",11132,"CAPN10"
"bioplanet_1002","Integrin-mediated cell adhesion",22801,"ITGA11"
"bioplanet_1002","Integrin-mediated cell adhesion",23473,"CAPN7"
"bioplanet_1002","Integrin-mediated cell adhesion",53358,"SHC3"
"bioplanet_1002","Integrin-mediated cell adhesion",56924,"PAK6"
"bioplanet_1002","Integrin-mediated cell adhesion",85366,"MYLK2"
"bioplanet_1002","Integrin-mediated cell adhesion",124989,"EFCAB13"
"bioplanet_1002","Integrin-mediated cell adhesion",643752,"RAP1BL"
"bioplanet_1003","Apoptotic cleavage of cell adhesion  proteins",836,"CASP3"
"bioplanet_1003","Apoptotic cleavage of cell adhesion  proteins",999,"CDH1"
"bioplanet_1003","Apoptotic cleavage of cell adhesion  proteins",1499,"CTNNB1"
"bioplanet_1003","Apoptotic cleavage of cell adhesion  proteins",1828,"DSG1"
"bioplanet_1003","Apoptotic cleavage of cell adhesion  proteins",1829,"DSG2"
"bioplanet_1003","Apoptotic cleavage of cell adhesion  proteins",1830,"DSG3"
"bioplanet_1003","Apoptotic cleavage of cell adhesion  proteins",1832,"DSP"
"bioplanet_1003","Apoptotic cleavage of cell adhesion  proteins",5317,"PKP1"
"bioplanet_1003","Apoptotic cleavage of cell adhesion  proteins",7082,"TJP1"
"bioplanet_1003","Apoptotic cleavage of cell adhesion  proteins",9414,"TJP2"
"bioplanet_1003","Apoptotic cleavage of cell adhesion  proteins",100506658,"OCLN"
"bioplanet_1004","Localization of the PINCH-ILK-PARVIN complex to focal adhesions",3611,"ILK"
"bioplanet_1004","Localization of the PINCH-ILK-PARVIN complex to focal adhesions",3688,"ITGB1"
"bioplanet_1004","Localization of the PINCH-ILK-PARVIN complex to focal adhesions",5829,"PXN"
"bioplanet_1004","Localization of the PINCH-ILK-PARVIN complex to focal adhesions",55742,"PARVA"
"bioplanet_1005","Apoptotic execution  phase",118,"ADD1"
"bioplanet_1005","Apoptotic execution  phase",324,"APC"
"bioplanet_1005","Apoptotic execution  phase",329,"BIRC2"
"bioplanet_1005","Apoptotic execution  phase",660,"BMX"
"bioplanet_1005","Apoptotic execution  phase",836,"CASP3"
"bioplanet_1005","Apoptotic execution  phase",839,"CASP6"
"bioplanet_1005","Apoptotic execution  phase",840,"CASP7"
"bioplanet_1005","Apoptotic execution  phase",841,"CASP8"
"bioplanet_1005","Apoptotic execution  phase",999,"CDH1"
"bioplanet_1005","Apoptotic execution  phase",1499,"CTNNB1"
"bioplanet_1005","Apoptotic execution  phase",1676,"DFFA"
"bioplanet_1005","Apoptotic execution  phase",1677,"DFFB"
"bioplanet_1005","Apoptotic execution  phase",1828,"DSG1"
"bioplanet_1005","Apoptotic execution  phase",1829,"DSG2"
"bioplanet_1005","Apoptotic execution  phase",1830,"DSG3"
"bioplanet_1005","Apoptotic execution  phase",1832,"DSP"
"bioplanet_1005","Apoptotic execution  phase",2339,"FNTA"
"bioplanet_1005","Apoptotic execution  phase",2620,"GAS2"
"bioplanet_1005","Apoptotic execution  phase",2934,"GSN"
"bioplanet_1005","Apoptotic execution  phase",3005,"H1F0"
"bioplanet_1005","Apoptotic execution  phase",3006,"HIST1H1C"
"bioplanet_1005","Apoptotic execution  phase",3007,"HIST1H1D"
"bioplanet_1005","Apoptotic execution  phase",3008,"HIST1H1E"
"bioplanet_1005","Apoptotic execution  phase",3009,"HIST1H1B"
"bioplanet_1005","Apoptotic execution  phase",3024,"HIST1H1A"
"bioplanet_1005","Apoptotic execution  phase",3146,"HMGB1"
"bioplanet_1005","Apoptotic execution  phase",3148,"HMGB2"
"bioplanet_1005","Apoptotic execution  phase",3836,"KPNA1"
"bioplanet_1005","Apoptotic execution  phase",3837,"KPNB1"
"bioplanet_1005","Apoptotic execution  phase",4000,"LMNA"
"bioplanet_1005","Apoptotic execution  phase",4001,"LMNB1"
"bioplanet_1005","Apoptotic execution  phase",4137,"MAPT"
"bioplanet_1005","Apoptotic execution  phase",5062,"PAK2"
"bioplanet_1005","Apoptotic execution  phase",5317,"PKP1"
"bioplanet_1005","Apoptotic execution  phase",5339,"PLEC"
"bioplanet_1005","Apoptotic execution  phase",5580,"PRKCD"
"bioplanet_1005","Apoptotic execution  phase",5588,"PRKCQ"
"bioplanet_1005","Apoptotic execution  phase",5747,"PTK2"
"bioplanet_1005","Apoptotic execution  phase",6093,"ROCK1"
"bioplanet_1005","Apoptotic execution  phase",6304,"SATB1"
"bioplanet_1005","Apoptotic execution  phase",6709,"SPTAN1"
"bioplanet_1005","Apoptotic execution  phase",7082,"TJP1"
"bioplanet_1005","Apoptotic execution  phase",7431,"VIM"
"bioplanet_1005","Apoptotic execution  phase",8428,"STK24"
"bioplanet_1005","Apoptotic execution  phase",9414,"TJP2"
"bioplanet_1005","Apoptotic execution  phase",10059,"DNM1L"
"bioplanet_1005","Apoptotic execution  phase",10134,"BCAP31"
"bioplanet_1005","Apoptotic execution  phase",22985,"ACIN1"
"bioplanet_1005","Apoptotic execution  phase",28988,"DBNL"
"bioplanet_1005","Apoptotic execution  phase",51765,"STK26"
"bioplanet_1005","Apoptotic execution  phase",63967,"CLSPN"
"bioplanet_1005","Apoptotic execution  phase",100506658,"OCLN"
"bioplanet_1006","Apoptosis",118,"ADD1"
"bioplanet_1006","Apoptosis",207,"AKT1"
"bioplanet_1006","Apoptosis",208,"AKT2"
"bioplanet_1006","Apoptosis",317,"APAF1"
"bioplanet_1006","Apoptosis",324,"APC"
"bioplanet_1006","Apoptosis",329,"BIRC2"
"bioplanet_1006","Apoptosis",330,"BIRC3"
"bioplanet_1006","Apoptosis",331,"XIAP"
"bioplanet_1006","Apoptosis",332,"BIRC5"
"bioplanet_1006","Apoptosis",355,"FAS"
"bioplanet_1006","Apoptosis",356,"FASLG"
"bioplanet_1006","Apoptosis",472,"ATM"
"bioplanet_1006","Apoptosis",572,"BAD"
"bioplanet_1006","Apoptosis",578,"BAK1"
"bioplanet_1006","Apoptosis",581,"BAX"
"bioplanet_1006","Apoptosis",596,"BCL2"
"bioplanet_1006","Apoptosis",598,"BCL2L1"
"bioplanet_1006","Apoptosis",599,"BCL2L2"
"bioplanet_1006","Apoptosis",637,"BID"
"bioplanet_1006","Apoptosis",660,"BMX"
"bioplanet_1006","Apoptosis",665,"BNIP3L"
"bioplanet_1006","Apoptosis",666,"BOK"
"bioplanet_1006","Apoptosis",823,"CAPN1"
"bioplanet_1006","Apoptosis",824,"CAPN2"
"bioplanet_1006","Apoptosis",834,"CASP1"
"bioplanet_1006","Apoptosis",835,"CASP2"
"bioplanet_1006","Apoptosis",836,"CASP3"
"bioplanet_1006","Apoptosis",837,"CASP4"
"bioplanet_1006","Apoptosis",839,"CASP6"
"bioplanet_1006","Apoptosis",840,"CASP7"
"bioplanet_1006","Apoptosis",841,"CASP8"
"bioplanet_1006","Apoptosis",842,"CASP9"
"bioplanet_1006","Apoptosis",843,"CASP10"
"bioplanet_1006","Apoptosis",999,"CDH1"
"bioplanet_1006","Apoptosis",1029,"CDKN2A"
"bioplanet_1006","Apoptosis",1147,"CHUK"
"bioplanet_1006","Apoptosis",1439,"CSF2RB"
"bioplanet_1006","Apoptosis",1499,"CTNNB1"
"bioplanet_1006","Apoptosis",1612,"DAPK1"
"bioplanet_1006","Apoptosis",1613,"DAPK3"
"bioplanet_1006","Apoptosis",1630,"DCC"
"bioplanet_1006","Apoptosis",1676,"DFFA"
"bioplanet_1006","Apoptosis",1677,"DFFB"
"bioplanet_1006","Apoptosis",1828,"DSG1"
"bioplanet_1006","Apoptosis",1829,"DSG2"
"bioplanet_1006","Apoptosis",1830,"DSG3"
"bioplanet_1006","Apoptosis",1832,"DSP"
"bioplanet_1006","Apoptosis",1869,"E2F1"
"bioplanet_1006","Apoptosis",2021,"ENDOG"
"bioplanet_1006","Apoptosis",2339,"FNTA"
"bioplanet_1006","Apoptosis",2620,"GAS2"
"bioplanet_1006","Apoptosis",2934,"GSN"
"bioplanet_1006","Apoptosis",3002,"GZMB"
"bioplanet_1006","Apoptosis",3005,"H1F0"
"bioplanet_1006","Apoptosis",3006,"HIST1H1C"
"bioplanet_1006","Apoptosis",3007,"HIST1H1D"
"bioplanet_1006","Apoptosis",3008,"HIST1H1E"
"bioplanet_1006","Apoptosis",3009,"HIST1H1B"
"bioplanet_1006","Apoptosis",3024,"HIST1H1A"
"bioplanet_1006","Apoptosis",3070,"HELLS"
"bioplanet_1006","Apoptosis",3146,"HMGB1"
"bioplanet_1006","Apoptosis",3148,"HMGB2"
"bioplanet_1006","Apoptosis",3479,"IGF1"
"bioplanet_1006","Apoptosis",3480,"IGF1R"
"bioplanet_1006","Apoptosis",3481,"IGF2"
"bioplanet_1006","Apoptosis",3551,"IKBKB"
"bioplanet_1006","Apoptosis",3552,"IL1A"
"bioplanet_1006","Apoptosis",3553,"IL1B"
"bioplanet_1006","Apoptosis",3554,"IL1R1"
"bioplanet_1006","Apoptosis",3556,"IL1RAP"
"bioplanet_1006","Apoptosis",3562,"IL3"
"bioplanet_1006","Apoptosis",3563,"IL3RA"
"bioplanet_1006","Apoptosis",3654,"IRAK1"
"bioplanet_1006","Apoptosis",3656,"IRAK2"
"bioplanet_1006","Apoptosis",3659,"IRF1"
"bioplanet_1006","Apoptosis",3660,"IRF2"
"bioplanet_1006","Apoptosis",3661,"IRF3"
"bioplanet_1006","Apoptosis",3662,"IRF4"
"bioplanet_1006","Apoptosis",3663,"IRF5"
"bioplanet_1006","Apoptosis",3664,"IRF6"
"bioplanet_1006","Apoptosis",3665,"IRF7"
"bioplanet_1006","Apoptosis",3725,"JUN"
"bioplanet_1006","Apoptosis",3836,"KPNA1"
"bioplanet_1006","Apoptosis",3837,"KPNB1"
"bioplanet_1006","Apoptosis",4000,"LMNA"
"bioplanet_1006","Apoptosis",4001,"LMNB1"
"bioplanet_1006","Apoptosis",4049,"LTA"
"bioplanet_1006","Apoptosis",4137,"MAPT"
"bioplanet_1006","Apoptosis",4170,"MCL1"
"bioplanet_1006","Apoptosis",4193,"MDM2"
"bioplanet_1006","Apoptosis",4214,"MAP3K1"
"bioplanet_1006","Apoptosis",4609,"MYC"
"bioplanet_1006","Apoptosis",4615,"MYD88"
"bioplanet_1006","Apoptosis",4790,"NFKB1"
"bioplanet_1006","Apoptosis",4792,"NFKBIA"
"bioplanet_1006","Apoptosis",4793,"NFKBIB"
"bioplanet_1006","Apoptosis",4794,"NFKBIE"
"bioplanet_1006","Apoptosis",4803,"NGF"
"bioplanet_1006","Apoptosis",4836,"NMT1"
"bioplanet_1006","Apoptosis",4914,"NTRK1"
"bioplanet_1006","Apoptosis",5062,"PAK2"
"bioplanet_1006","Apoptosis",5290,"PIK3CA"
"bioplanet_1006","Apoptosis",5291,"PIK3CB"
"bioplanet_1006","Apoptosis",5293,"PIK3CD"
"bioplanet_1006","Apoptosis",5294,"PIK3CG"
"bioplanet_1006","Apoptosis",5295,"PIK3R1"
"bioplanet_1006","Apoptosis",5296,"PIK3R2"
"bioplanet_1006","Apoptosis",5317,"PKP1"
"bioplanet_1006","Apoptosis",5339,"PLEC"
"bioplanet_1006","Apoptosis",5366,"PMAIP1"
"bioplanet_1006","Apoptosis",5530,"PPP3CA"
"bioplanet_1006","Apoptosis",5532,"PPP3CB"
"bioplanet_1006","Apoptosis",5533,"PPP3CC"
"bioplanet_1006","Apoptosis",5534,"PPP3R1"
"bioplanet_1006","Apoptosis",5535,"PPP3R2"
"bioplanet_1006","Apoptosis",5551,"PRF1"
"bioplanet_1006","Apoptosis",5566,"PRKACA"
"bioplanet_1006","Apoptosis",5567,"PRKACB"
"bioplanet_1006","Apoptosis",5568,"PRKACG"
"bioplanet_1006","Apoptosis",5573,"PRKAR1A"
"bioplanet_1006","Apoptosis",5575,"PRKAR1B"
"bioplanet_1006","Apoptosis",5576,"PRKAR2A"
"bioplanet_1006","Apoptosis",5577,"PRKAR2B"
"bioplanet_1006","Apoptosis",5580,"PRKCD"
"bioplanet_1006","Apoptosis",5588,"PRKCQ"
"bioplanet_1006","Apoptosis",5599,"MAPK8"
"bioplanet_1006","Apoptosis",5602,"MAPK10"
"bioplanet_1006","Apoptosis",5613,"PRKX"
"bioplanet_1006","Apoptosis",5682,"PSMA1"
"bioplanet_1006","Apoptosis",5683,"PSMA2"
"bioplanet_1006","Apoptosis",5684,"PSMA3"
"bioplanet_1006","Apoptosis",5685,"PSMA4"
"bioplanet_1006","Apoptosis",5686,"PSMA5"
"bioplanet_1006","Apoptosis",5687,"PSMA6"
"bioplanet_1006","Apoptosis",5688,"PSMA7"
"bioplanet_1006","Apoptosis",5689,"PSMB1"
"bioplanet_1006","Apoptosis",5690,"PSMB2"
"bioplanet_1006","Apoptosis",5691,"PSMB3"
"bioplanet_1006","Apoptosis",5692,"PSMB4"
"bioplanet_1006","Apoptosis",5693,"PSMB5"
"bioplanet_1006","Apoptosis",5694,"PSMB6"
"bioplanet_1006","Apoptosis",5695,"PSMB7"
"bioplanet_1006","Apoptosis",5696,"PSMB8"
"bioplanet_1006","Apoptosis",5698,"PSMB9"
"bioplanet_1006","Apoptosis",5699,"PSMB10"
"bioplanet_1006","Apoptosis",5700,"PSMC1"
"bioplanet_1006","Apoptosis",5701,"PSMC2"
"bioplanet_1006","Apoptosis",5702,"PSMC3"
"bioplanet_1006","Apoptosis",5704,"PSMC4"
"bioplanet_1006","Apoptosis",5705,"PSMC5"
"bioplanet_1006","Apoptosis",5706,"PSMC6"
"bioplanet_1006","Apoptosis",5707,"PSMD1"
"bioplanet_1006","Apoptosis",5708,"PSMD2"
"bioplanet_1006","Apoptosis",5709,"PSMD3"
"bioplanet_1006","Apoptosis",5710,"PSMD4"
"bioplanet_1006","Apoptosis",5711,"PSMD5"
"bioplanet_1006","Apoptosis",5713,"PSMD7"
"bioplanet_1006","Apoptosis",5714,"PSMD8"
"bioplanet_1006","Apoptosis",5715,"PSMD9"
"bioplanet_1006","Apoptosis",5716,"PSMD10"
"bioplanet_1006","Apoptosis",5717,"PSMD11"
"bioplanet_1006","Apoptosis",5718,"PSMD12"
"bioplanet_1006","Apoptosis",5719,"PSMD13"
"bioplanet_1006","Apoptosis",5720,"PSME1"
"bioplanet_1006","Apoptosis",5721,"PSME2"
"bioplanet_1006","Apoptosis",5747,"PTK2"
"bioplanet_1006","Apoptosis",5970,"RELA"
"bioplanet_1006","Apoptosis",6093,"ROCK1"
"bioplanet_1006","Apoptosis",6233,"RPS27A"
"bioplanet_1006","Apoptosis",6304,"SATB1"
"bioplanet_1006","Apoptosis",6416,"MAP2K4"
"bioplanet_1006","Apoptosis",6709,"SPTAN1"
"bioplanet_1006","Apoptosis",7027,"TFDP1"
"bioplanet_1006","Apoptosis",7082,"TJP1"
"bioplanet_1006","Apoptosis",7124,"TNF"
"bioplanet_1006","Apoptosis",7132,"TNFRSF1A"
"bioplanet_1006","Apoptosis",7133,"TNFRSF1B"
"bioplanet_1006","Apoptosis",7157,"TP53"
"bioplanet_1006","Apoptosis",7161,"TP73"
"bioplanet_1006","Apoptosis",7185,"TRAF1"
"bioplanet_1006","Apoptosis",7186,"TRAF2"
"bioplanet_1006","Apoptosis",7187,"TRAF3"
"bioplanet_1006","Apoptosis",7311,"UBA52"
"bioplanet_1006","Apoptosis",7314,"UBB"
"bioplanet_1006","Apoptosis",7316,"UBC"
"bioplanet_1006","Apoptosis",7431,"VIM"
"bioplanet_1006","Apoptosis",7529,"YWHAB"
"bioplanet_1006","Apoptosis",8428,"STK24"
"bioplanet_1006","Apoptosis",8503,"PIK3R3"
"bioplanet_1006","Apoptosis",8517,"IKBKG"
"bioplanet_1006","Apoptosis",8626,"TP63"
"bioplanet_1006","Apoptosis",8655,"DYNLL1"
"bioplanet_1006","Apoptosis",8717,"TRADD"
"bioplanet_1006","Apoptosis",8718,"TNFRSF25"
"bioplanet_1006","Apoptosis",8737,"RIPK1"
"bioplanet_1006","Apoptosis",8738,"CRADD"
"bioplanet_1006","Apoptosis",8739,"HRK"
"bioplanet_1006","Apoptosis",8743,"TNFSF10"
"bioplanet_1006","Apoptosis",8772,"FADD"
"bioplanet_1006","Apoptosis",8793,"TNFRSF10D"
"bioplanet_1006","Apoptosis",8794,"TNFRSF10C"
"bioplanet_1006","Apoptosis",8795,"TNFRSF10B"
"bioplanet_1006","Apoptosis",8797,"TNFRSF10A"
"bioplanet_1006","Apoptosis",8837,"CFLAR"
"bioplanet_1006","Apoptosis",9020,"MAP3K14"
"bioplanet_1006","Apoptosis",9131,"AIFM1"
"bioplanet_1006","Apoptosis",9414,"TJP2"
"bioplanet_1006","Apoptosis",9491,"PSMF1"
"bioplanet_1006","Apoptosis",9500,"MAGED1"
"bioplanet_1006","Apoptosis",9861,"PSMD6"
"bioplanet_1006","Apoptosis",9941,"EXOG"
"bioplanet_1006","Apoptosis",10000,"AKT3"
"bioplanet_1006","Apoptosis",10018,"BCL2L11"
"bioplanet_1006","Apoptosis",10059,"DNM1L"
"bioplanet_1006","Apoptosis",10134,"BCAP31"
"bioplanet_1006","Apoptosis",10197,"PSME3"
"bioplanet_1006","Apoptosis",10213,"PSMD14"
"bioplanet_1006","Apoptosis",11213,"IRAK3"
"bioplanet_1006","Apoptosis",11261,"CHP1"
"bioplanet_1006","Apoptosis",22985,"ACIN1"
"bioplanet_1006","Apoptosis",23052,"ENDOD1"
"bioplanet_1006","Apoptosis",23198,"PSME4"
"bioplanet_1006","Apoptosis",23533,"PIK3R5"
"bioplanet_1006","Apoptosis",23604,"DAPK2"
"bioplanet_1006","Apoptosis",26060,"APPL1"
"bioplanet_1006","Apoptosis",27113,"BBC3"
"bioplanet_1006","Apoptosis",27242,"TNFRSF21"
